project,download_count
poster3,76815
assemblyline,76796
cos-python-sdk-v5,76787
tssplit,76785
django-multidb-router,76751
data-diff,76747
edx-proctoring,76744
sshconf,76706
google-i18n-address,76694
python-consul2,76646
django-sql-explorer,76641
django-cprofile-middleware,76609
wait-for-it,76602
os-ken,76600
lazr-restfulclient,76581
prisma,76580
pybullet,76572
pyshorteners,76565
testbook,76524
django-fernet-fields-v2,76517
dora-search,76513
badx12,76474
botbuilder-schema,76448
playwright-stealth,76426
nothing,76425
neutron-lib,76406
poetry-bumpversion,76377
meld3,76372
pulp-glue,76333
coreforecast,76324
infinity,76281
sdnotify,76280
cogeo-mosaic,76269
ipydatawidgets,76267
oslo-reports,76263
multi-model-server,76249
hypothesis-fspaths,76247
smda,76206
aiogoogle,76204
azure-cognitiveservices-personalizer,76183
antimeridian,76182
prefect-dask,76169
datashape,76125
stem,76054
pylsl,75974
linearmodels,75944
flask-sockets,75924
bottle-websocket,75906
testslide,75872
aleph-alpha-client,75841
lumopackage,75817
jupyterlab-code-formatter,75799
pytest-docker-tools,75785
gruut-lang-en,75785
knockknock,75780
types-typing-extensions,75773
stac-pydantic,75773
newtools,75765
pyrr,75751
dcor,75743
betacal,75722
fake-factory,75719
sceptre-cmd-resolver,75718
cornac,75684
edx-celeryutils,75674
edx-braze-client,75642
mocker,75605
hiddifypanel,75580
chalkpy,75576
titiler-core,75559
pynamodb-attributes,75554
requestium,75530
simplekv,75528
mastercard-oauth1-signer,75518
pysparkip,75517
django-js-reverse,75492
wkhtmltopdf,75434
splunk-cloud-sdk,75427
toronado,75419
zope-dottedname,75319
pyplugs,75301
pyisbn,75294
nncf,75280
avalara,75267
causalinference,75242
webp,75229
fabric2,75183
mod-wsgi,75167
statannotations,75159
crazy-thursday,75156
aplr,75148
dotted-dict,75143
connected-components-3d,75115
event-tracking,75098
openedx-filters,75087
pyjanitor,75060
icetk,75006
pytest-fixture-config,74944
dyntastic,74924
frappe-bench,74889
bapy,74870
django-apscheduler,74870
taskflow,74865
notifications-python-client,74833
angelcommunity,74825
django-slowtests,74807
requests-negotiate-sspi,74755
async-asgi-testclient,74752
pytest-astropy-header,74736
asdf-coordinates-schemas,74721
eql,74670
curated-tokenizers,74650
redo,74627
pytest-sftpserver,74603
colander,74595
persistence,74580
pytest-astropy,74558
universal-startfile,74527
titiler-mosaic,74526
types-humanfriendly,74520
libpysal,74499
correctionlib,74484
win-inet-pton,74458
domaintools-api,74451
awesomeversion,74435
pythreejs,74419
tacacs-plus,74316
zope-size,74304
ttable,74254
django-bootstrap-v5,74245
tzfpy,74221
fhirclient,74210
openedx-django-pyfs,74208
ngrok,74203
fiftyone,74198
mygene,74112
antsibull-changelog,74111
splitio-client,74079
edx-ace,74052
textract-trp,74049
node2vec,74028
pyro5,74007
edx-completion,74005
mosaicml-streaming,73998
opentelemetry-exporter-zipkin-json,73980
ml-metadata,73960
asdf-astropy,73941
iprogress,73908
svgutils,73901
pygeoip,73896
requests-ntlm2,73875
spacy-lookups-data,73863
launchdarkly-api,73844
hashin,73808
power-grid-model,73712
blurhash,73647
tune-sklearn,73646
edx-submissions,73646
datalab,73626
classproperties,73598
tflite-support,73597
fluent-syntax,73596
gpt4all,73594
powertop,73568
drain3,73561
jsonify,73536
numerize,73523
svix,73519
causalimpact,73513
sceptre-file-resolver,73485
lti-consumer-xblock,73481
biothings-client,73473
python-octaviaclient,73457
street-address,73456
habachen,73453
tensorflow-io-nightly,73446
tubes,73430
pytest-markdown-docs,73420
os-traits,73418
django-sql-utils,73412
fs-sshfs,73404
airflow-provider-fivetran-async,73392
voxel51-eta,73389
emoji-country-flag,73375
placekey,73364
openfisca-france,73348
markdown-rundoc,73323
aws-sso-lib,73321
django-nested-inline,73312
pymcubes,73287
djangorestframework-datatables,73169
ntgcalls,73161
sphinxcontrib-moderncmakedomain,73120
azfs,73095
pystyle,73095
tlslite-ng,73092
mitogen,73056
onnx2torch,73055
colcon-cmake,72979
plivo,72962
pydantic-xml,72957
shutils,72939
pretend,72936
clip-interrogator,72897
djongo,72848
optimum-intel,72828
contours,72807
magicalimport,72795
globus-identity-mapping,72792
amqplib,72787
gocardless-pro,72765
fpyutils,72716
django-tastypie,72653
uuid-utils,72643
ipynb,72588
simhash,72560
rtpy,72559
requests-auth,72549
gruut-lang-de,72548
pytest-responses,72543
benchling-sdk,72528
whey,72466
mkdocs-git-revision-date-plugin,72462
cached-path,72434
recurrent,72426
nuscenes-devkit,72426
django-markdownify,72422
daemonize,72421
hqq,72377
jedi-language-server,72364
ofxparse,72358
django-ical,72322
vyper-config,72322
pyhacrf-datamade,72293
paramiko-ng,72288
pylibjpeg,72283
django-rest-multiple-models,72282
mercurial,72278
googledrivedownloader,72264
edx-search,72256
meutils,72246
zope-site,72246
paddle-bfloat,72234
tinytuya,72229
pynrfjprog,72214
aws-encryption-sdk-cli,72177
edx-when,72125
python-pptx-templater,72094
edx-event-bus-redis,72062
gruut-lang-fr,72046
azure-mgmt-storagecache,72039
determined,72026
robotfixml,72023
pytest-mypy-plugins,72008
django-graphiql-debug-toolbar,71994
sec-api,71989
zhipuai,71986
xblock-utils,71967
asciidoc,71956
botframework-connector,71927
django-user-tasks,71920
python-twitter,71918
gruut-lang-es,71907
pynwb,71905
botostubs,71857
dtlpymetrics,71811
django-q2,71809
vertexai,71793
endesive,71744
json-minify,71742
pynini,71731
universal-analytics-python3,71692
pylibdmtx,71688
edxval,71676
django-htmlmin,71663
pyuca,71614
django-tailwind,71584
edx-bulk-grades,71574
seeq-spy,71573
pyctcdecode,71561
verlib2,71557
tqdm-loggable,71516
pytest-slack,71500
python-redis-cache,71393
phylib,71372
iptools,71371
devpi-server,71363
email-to,71360
libarchive-c,71305
sentry-cli,71303
mtscomp,71277
edx-organizations,71250
relevanceai-dev,71218
tf,71209
biocommons-seqrepo,71199
tushare,71163
haystack-pydoc-tools,71163
unicon-plugins,71146
lazr-uri,71132
pysnmp-lextudio,71076
pysrt,71065
djangocms-text-ckeditor,71034
edx-sga,71005
load-dotenv,70986
unflatten,70982
flake8-gl-codeclimate,70981
django-extra-views,70952
py3-validate-email,70919
python-ironicclient,70914
zope-processlifetime,70907
data,70892
tox-uv,70854
colcon-ros,70806
cdk8s-plus-22,70804
demucs,70796
json-repair,70769
vonage,70756
laboratory,70755
done-xblock,70753
cwl-utils,70735
staff-graded-xblock,70733
pygwalker,70707
ansible-builder,70702
jaro-winkler,70700
bnunicodenormalizer,70684
colcon-test-result,70623
flake8-requirements,70586
opentelemetry-exporter-zipkin-proto-http,70532
django-render-block,70531
recommender-xblock,70493
basemap-data-hires,70479
savepagenow,70478
substrate-interface,70463
aesara,70439
seletools,70428
super-csv,70399
pwntools,70363
openrouteservice,70352
pyobjc-framework-avrouting,70269
hug,70261
pytest-cpp,70249
colcon-common-extensions,70245
pyobjc-framework-extensionkit,70239
sqlalchemy-utc,70239
spur,70231
pyobjc-framework-sharedwithyou,70220
pyobjc-framework-healthkit,70212
help-tokens,70202
smtpapi,70195
pyobjc-framework-backgroundassets,70193
aimrocks,70193
py-bip39-bindings,70190
pyobjc-framework-sharedwithyoucore,70187
nslookup,70186
crc16,70185
objectory,70174
astatine,70156
pyobjc-framework-metalfx,70145
pyvoip,70142
pyobjc-framework-safetykit,70139
openupgradelib,70122
edx-name-affirmation,70095
stix2-validator,70088
edx-milestones,70064
categorical-distance,70062
apache-airflow-backport-providers-ssh,70058
flynt,70019
aioshutil,69937
django-splash,69936
aws,69928
sqlalchemy-easy-softdelete,69908
sweetviz,69900
sockets,69848
django-defender,69844
opentele,69826
wiremock,69806
pillow-avif-plugin,69798
english-words,69784
ansible-modules-hashivault,69759
pyobjc-framework-threadnetwork,69697
apache-airflow-providers-vertica,69697
locust-plugins,69673
automaton,69640
xblock-drag-and-drop-v2,69634
django-enumfields,69627
geode-conversion,69602
shipyard-bp-utils,69578
uharfbuzz,69554
tflite-model-maker,69545
clickhouse-pool,69531
spark-parser,69525
appdirs-stubs,69504
opentelemetry-exporter-zipkin,69497
fastecdsa,69469
honeypots,69461
dashscope,69434
fp-ngfw-smc-python,69432
pylons,69431
juju,69423
clevercsv,69411
colcon-library-path,69407
zope-traversing,69405
wmill-pg,69405
openedx-learning,69396
colcon-python-setup-py,69385
enmerkar-underscore,69379
zip-files,69349
bigdl-nano,69295
properties,69286
tox-envlist,69272
cacheing,69247
highered,69244
quadprog,69204
django-test-plus,69190
expr-py,69176
gguf,69141
waiter,69076
robyn,69065
deepface,68996
noisereduce,68995
envsubst,68969
maxminddb-geolite2,68945
py3dns,68930
opensearch-logger,68921
extension-helpers,68874
zfit,68867
colcon-recursive-crawl,68845
labmaze,68827
ocrspace,68825
pydes,68811
torchrl-nightly,68805
dirhash,68795
esp-idf-size,68776
django-user-sessions,68739
sphinx-markdown-builder,68700
castellan,68698
colcon-package-information,68682
datetime-distance,68678
bnnumerizer,68677
colcon-pkg-config,68670
mkdocstrings-python-legacy,68667
energycapsdk,68665
bigframes,68649
mstrio-py,68621
plyara,68615
django-pwa,68528
pykalman,68509
pulpcore,68505
assemblyline-service-client,68476
stac-fastapi-types,68407
pypac,68370
azure-ai-personalizer,68361
flake8-junit-report,68361
aggdraw,68347
mws,68318
thesilent,68316
md-toc,68311
stac-fastapi-api,68306
pythena,68305
zope-cachedescriptors,68256
pdfminer2,68247
libmagic,68245
xblock-google-drive,68225
volatile,68218
basicauth,68199
stac-fastapi-extensions,68175
django-cron,68164
sb3-contrib,68099
django-netfields,68093
pytorch-fid,68062
botbuilder-core,68043
genbadge,68042
vegafusion,68029
deepchecks,68010
alphafold-colabfold,67979
flake8-helper,67975
pyworxcloud,67959
openedx-django-wiki,67955
types-babel,67935
django-dramatiq,67926
airbyte-protocol-models,67920
pysigma,67889
libnacl,67853
edx-token-utils,67823
pipfile,67808
edx-codejail,67797
stftpitchshift,67796
pyspc,67749
colcon-output,67719
colcon-defaults,67707
dj-inmemorystorage,67689
fiftyone-db,67677
dtale,67672
ipfn,67611
colcon-notification,67583
tencentcloud-sdk-python-common,67578
nucliadb-telemetry,67570
apache-airflow-providers-grpc,67562
cdktf-cdktf-provider-aws,67542
robotremoteserver,67540
search-engine-parser,67527
fiddler-client,67510
openedx-django-require,67485
pyjson,67481
nicegui,67475
sdkit,67468
pygeodesy,67447
colcon-package-selection,67438
deserialize,67431
pyreadr,67430
olxcleaner,67387
openedx-blockstore,67383
minijinja,67360
utf-queue-client,67351
zope-pagetemplate,67343
django-pglocks,67325
ebooklib,67313
torcheval,67307
chromedriver-py,67269
wsgiproxy2,67252
flask-security,67245
adbutils,67233
streamlit-folium,67229
gvgen,67195
xpinyin,67191
colcon-metadata,67184
cqlsh,67119
allennlp,67113
python-lzf,67106
relatorio,67103
colcon-parallel-executor,67097
polars-lts-cpu,67093
re-data,67086
finbourne-access-sdk,67056
pepeline,67052
xblock-poll,67032
lusid-sdk-preview,67020
pytest-schema,67010
sqlalchemy-citext,67003
slackeventsapi,66992
nilearn,66906
graphql-server,66892
stanford-stk,66886
seed-isort-config,66880
cwl-upgrader,66861
aioftp,66850
flow-vis,66838
pysnmpcrypto,66831
py-cord,66816
geode-common,66710
ropgadget,66699
fixit,66674
m2r,66672
azureml-interpret,66659
colcon-powershell,66637
blob,66627
outdated,66559
snowplow-tracker,66518
stream-chat,66507
pysnowflake,66498
jacobi,66495
safe-eth-py,66423
transformers-stream-generator,66381
pot,66341
ailever,66337
dynet38,66322
torch-ema,66322
django-mock-queries,66315
curated-transformers,66301
lintrunner,66293
proto-google-cloud-pubsub-v1,66247
mux-python,66220
stac-fastapi-pgstac,66200
ipyfilechooser,66199
openedx-mongodbproxy,66135
py-ed25519-zebra-bindings,66123
odoo-test-helper,66092
knockapi,66088
svgpathtools,66084
sphinxcontrib-katex,66081
lumibot,66081
dash-iconify,66060
celery-progress,66052
causalmodels,66050
oslo-privsep,66049
unicode,66048
django-background-tasks,66034
certora-cli-alpha-master,65991
base36,65979
modal-client,65973
pinject,65940
ray-cpp,65927
fastapi-users-db-sqlalchemy,65918
python-markdown-math,65866
webrtcvad,65857
html2jirawiki,65851
sql-to-pypika,65818
pygltflib,65812
mkdocs-include-dir-to-nav,65789
autogluon-text,65720
zfit-interface,65680
cdklabs-cdk-enterprise-iac,65653
mkdocs-render-swagger-plugin,65651
singlestoredb,65643
sevenbridges-python,65640
resource,65614
measurement,65612
gapic-google-cloud-datastore-v1,65590
zope-annotation,65560
pyvcf,65555
ubai-client,65551
esbonio,65531
pkg-about,65526
pybedtools,65477
overpunch,65474
tesserocr,65464
manifestoo-core,65368
django-ajax-selects,65342
async-stripe,65336
pingouin,65332
coinmetrics-api-client,65329
botframework-streaming,65324
zope-filerepresentation,65315
httsleep,65313
mintotp,65295
megablocks,65272
azureml-train-automl-runtime,65233
support-developer,65220
rook,65198
zope-tales,65152
signalrcore,65136
orderedset,65132
dissect-cstruct,65125
wadllib,65120
dimod,65106
py-postgresql,65085
nwdiag,65065
pyjokes,65060
uri,65055
graphqlclient,65049
pydig,65040
sleipnirgroup-jormungandr,65023
pyyml,64954
simdkalman,64953
sfmergeutility,64947
django-allauth-2fa,64928
autogluon-vision,64888
aiohappyeyeballs,64870
pingparsing,64851
python-easyconfig,64844
ozi,64842
webdrivermanager,64819
honeybadger,64819
pennylane,64790
notify2,64773
focal-loss,64765
panda,64745
stream-unzip,64699
tox-poetry-installer,64693
alchemyjsonschema,64674
xdrlib3,64671
mdc,64652
objprint,64614
findiff,64597
click-config-file,64535
spacy-curated-transformers,64534
nbdev,64519
plum-py,64519
cosl,64510
requests-sse,64425
umongo,64413
django-ranged-response,64410
yea-wandb,64378
recordtype,64370
infoblox-client,64362
clvm-rs,64325
prefect-slack,64317
confluent-cloud-sdk,64314
pytest-spec,64283
pylas,64278
adafruit-blinka,64243
fastapi-jwt-auth,64235
apache-airflow-providers-facebook,64221
cdk-serverless-clamscan,64219
jpy,64143
prodigyopt,64132
lithium-reducer,64112
rdflib-jsonld,64108
psd-tools,64096
konlpy,64084
mmsegmentation,64082
pypsexec,64066
aws-glue-schema-registry,63989
mergepythonclient,63986
lazify,63965
pyvi,63959
hepstats,63916
markdown-strings,63878
rpi-gpio,63876
pyogrio,63858
pyamg,63855
opencensus-ext-sqlalchemy,63853
pytorchvideo,63846
django-currentuser,63835
walrus,63834
angr,63787
slither-analyzer,63760
opentelemetry-exporter-prometheus-remote-write,63732
tmdbsimple,63701
projen,63694
dataclassy,63642
cyvcf2,63622
irisml-tasks,63586
st-pages,63582
phaxio,63577
normality,63576
pydantic-spark,63566
pyrofork,63511
django-leaflet,63408
distconfig3,63402
lbt-honeybee,63370
napalm,63365
podman,63346
monsoon,63331
linkchecker,63315
numpy-stl,63294
siuba,63290
instaloader,63279
types-jwt,63273
repath,63258
garth,63254
rapidocr-onnxruntime,63240
flask-classful,63228
fabio,63217
pytest-steps,63191
fixture,63191
pytest-tldr,63170
millify,63147
powerline-status,63145
eliot,63138
eml-parser,63127
elephas,63110
python-ptrace,63051
archinfo,63015
authy,63013
reorder-python-imports,63002
jupyterlab-execute-time,62959
aws-cdk-aws-neptune-alpha,62937
django-auth-adfs,62932
cov-core,62914
datadog-cdk-constructs-v2,62805
jsonplus,62792
autosemver,62790
mage-ai,62785
secrets,62783
canonicaljson,62751
silx,62721
montecarlodata,62715
c2cciutils,62700
scantree,62676
ovsdbapp,62661
legacy-api-wrap,62643
sigstore,62641
zope-testbrowser,62617
mattermostwrapper,62597
lightning-bolts,62597
ansible-tower-cli,62576
jhashcode,62519
vsts,62501
gpxpy,62482
rjieba,62474
oslo-rootwrap,62468
django-flags,62456
torchao-nightly,62451
yea,62447
clize,62441
webhelpers,62412
django-wkhtmltopdf,62372
pyrfr,62347
woodwork,62341
amplpy,62336
python-sonarqube-api,62328
pexpect-serial,62253
healpy,62249
uncompyle6,62246
ahocorapy,62245
titiler-pgstac,62244
pulumi-datadog,62177
cybox,62161
parquet-tools,62158
aiomqtt,62150
intake,62149
tradingeconomics,62140
mkdocs-simple-hooks,62126
marshmallow-annotations,62117
appinsights,62093
sqlalchemy-sqlany,62075
pytest-html-merger,62069
tflite-runtime-nightly,62035
voluptuous-serialize,62026
stable-diffusion-sdkit,62008
laces,61994
saq,61989
urllib3-mock,61986
django-session-security,61976
stream-inflate,61972
d8s-strings,61953
authclient,61942
aspose-words,61909
cdktf-cdktf-provider-google-beta,61904
onelogin,61881
hcloud,61878
eip712,61870
offspring,61867
dipex,61856
astropy-healpix,61838
vl-convert-python,61833
aws-parallelcluster,61821
pyrebase4,61786
onnxscript,61757
apache-airflow-providers-apache-cassandra,61748
types-factory-boy,61741
d8s-math,61734
glue-helper-lib,61731
pymem,61724
rednose,61699
solrq,61682
pylast,61674
enmerkar,61668
zope-datetime,61663
dagster-snowflake-pandas,61652
flake8-absolute-import,61634
jinja-cli,61633
zetascale,61630
zope-viewlet,61626
codecarbon,61562
pyvin,61538
fastnlp,61506
pyopencl,61499
zcbor,61472
leval,61459
amazon-kclpy,61442
ipytree,61432
getschema,61430
nemo-toolkit,61403
apache-airflow-providers-exasol,61393
logging-tree,61391
five9,61351
celery-batches,61272
types-toposort,61262
accept-types,61240
pywebview,61237
nameko,61190
pigar,61171
jsoncsv,61134
falcon-jsonify,61116
frontend,61088
shell,61077
mlr,61060
headerparser,61059
chess,61040
tiledb,60943
terraform-version,60938
aerich,60938
pytest-emoji,60933
siphash,60930
flet-runtime,60924
fuzzymatcher,60923
static3,60923
python-keycloak-client,60887
flask-moment,60866
dj-static,60860
pyexiftool,60829
wyzeapy,60826
django-nonrelated-inlines,60821
aws-cdk-aws-rds,60819
simplecosine,60782
woothee,60772
data-science-types,60730
fastapi-sso,60687
databricks-mosaic,60669
sqlalchemy-diff,60665
panda3d,60659
jep,60646
exif,60623
opentracing-instrumentation,60622
mpire,60606
retina-face,60602
aeppl,60595
dice-ml,60594
celery-stubs,60585
bluetooth-auto-recovery,60552
asyncpg-stubs,60510
fold-to-ascii,60484
allennlp-pvt-nightly,60475
jsonobject,60444
apig-wsgi,60417
django-pgactivity,60415
pytorch-optimizer,60403
swimlane,60389
onetimepass,60389
segyio,60386
pysmbclient,60356
ecmwflibs,60306
pyshelly,60298
ensureconda,60297
d8s-lists,60295
proxmoxer,60289
laszip,60272
gsheetsdb,60268
amazon-textract-textractor,60232
d8s-hypothesis,60230
d8s-dicts,60222
d8s-uuids,60180
simba-uw-tf-dev,60171
plotext,60156
geode-background,60138
openapi-pydantic,60128
compiledb,60107
eth-brownie,60105
aliyun-python-sdk-cms,60102
newsapi-python,60091
huggingface,60063
pydoclint,60043
django-pglock,60019
urlman,60009
django-qr-code,60006
swagger-ui-py,59971
django-admin-tools,59958
drf-access-policy,59948
documenttemplate,59919
epiweeks,59900
sparknlp,59882
tsmoothie,59835
number-tools,59808
py-bcrypt,59792
entry-points-txt,59789
aimmo,59779
tonalite,59729
sigstore-protobuf-specs,59720
sqltap,59678
habluetooth,59660
thehive4py,59659
azure-ai-nspkg,59657
liac-arff,59657
setuptools-download,59606
fastapi-camelcase,59560
flake8-secure-coding-standard,59510
ts-flint,59500
concurrentloghandler,59465
djangorestframework-types,59441
distro-info,59435
pwlf,59430
preprocess-cancellation,59420
modernize,59418
sphinxemoji,59391
weberror,59362
dbt-coverage,59350
hf-doc-builder,59331
kedro-telemetry,59328
kodexa,59326
mkdocs-video,59273
python-jose-cryptodome,59258
jupyter-resource-usage,59249
pyshacl,59243
countryinfo,59217
gwcs,59199
termstyle,59157
bradocs4py,59123
deepchem,59098
scikit-fuzzy,59078
click-params,59069
nemo-text-processing,59046
astro-provider-databricks,59010
mdformat-footnote,58976
daff,58976
promptflow-core,58936
unify,58924
coverage-pyver-pragma,58876
django-db-connection-pool,58863
zope,58849
smartlingapisdk,58847
asyncio-atexit,58844
cymruwhois,58841
tap-gladly,58837
cdk-wordpress,58828
types-sqlalchemy-utils,58828
psycopgbinary,58814
tap-aftership,58810
odata-query,58808
pip-chill,58801
neural-compressor,58797
cardboardlint,58785
traceback-with-variables,58777
argparse-ext,58774
py-solc-x,58752
json-fix,58745
rest-condition,58744
sdv,58702
readthedocs-sphinx-search,58701
zexceptions,58694
commandlines,58690
falcon-cors,58689
cryptg,58682
lzstring,58678
python-minifier,58663
kthread,58653
lib,58635
django-scim2,58632
ppscore,58623
promptflow-devkit,58593
spotinst-agent-2,58566
mastodon-py,58548
fake-headers,58520
slackweb,58518
ifcfg,58509
msgtools,58508
mattermostdriver,58491
kolo,58456
flake8-implicit-str-concat,58455
sphinxcontrib-django,58434
drift-python,58424
itk-core,58357
pysubnettree,58328
contentful-management,58324
jinja2-strcase,58320
djangocms-attributes-field,58316
large-image,58301
pilgram,58290
identity,58287
orb-billing,58276
flake8-type-checking,58175
flake8-mypy,58158
sagemaker-data-insights,58127
jdatetime,58115
aurora-data-api,58113
twitter-ads,58106
gidgethub,58101
currency-symbols,58080
drf-dynamic-fields,58054
lagom,58015
owlrl,58008
bio,57993
aws-cdk-aws-apigatewayv2-authorizers-alpha,57972
lastversion,57962
ovs,57951
zope-tal,57950
pytorch-crf,57949
atomicwrites-homeassistant,57940
python-magic-debian-bin,57934
adyen,57866
vcstool,57858
magicgui,57851
couchdb,57849
pylint-flask-sqlalchemy,57839
aliyun-python-sdk-slb,57822
ndicts,57792
telegram,57778
mkdocs-autolinks-plugin,57768
petname,57766
flake8-pep585,57741
pylint-odoo,57739
taxii2-client,57677
tfx,57633
sphinxcontrib-nwdiag,57603
atomacos,57583
protoletariat,57580
huawei-solar,57557
pyvcd,57552
wsme,57546
pylatex,57524
aiotieba,57512
marrow-util,57505
nvitop,57409
systemrdl-compiler,57398
cachey,57396
click-shell,57387
bluetooth-adapters,57382
wakeonlan,57380
number-parser,57377
pgmpy,57367
osgridconverter,57360
pymaybe,57351
sagemaker-datawrangler,57335
spaces,57327
labjack-ljm,57309
mailosaur,57305
vaex-core,57300
pyobjc-framework-cinematic,57280
pyobjc-framework-sensitivecontentanalysis,57266
asdf-wcs-schemas,57249
smac,57247
pyobjc-framework-symbols,57244
horovod,57236
pyxattr,57212
autorepr,57211
toml-cli,57162
geode-backgroundmesh,57124
weakrefmethod,57119
terraform-install,57087
os-brick,57081
lycoris-lora,57074
coincidence,57064
simplification,57042
logginginitializer,57018
pytorch-forecasting,57014
paypalhttp,56975
serpy,56971
free-proxy,56968
enforce-typing,56931
onnx2tf,56922
erroranalysis,56913
label-studio-sdk,56908
django-querycount,56906
email,56833
hass-nabucasa,56832
nerfacc,56820
inspecta,56818
od,56809
databricksapi,56806
photutils,56802
dxpy,56789
pika-stubs,56789
djangorestframework-bulk,56777
pytest-split-tests,56722
pcpp,56717
marrow-mailer,56717
bluetooth-data-tools,56707
jina,56686
bleak-retry-connector,56685
k8s,56675
httpsig,56674
usps-api,56669
robotframework-imaplibrary2,56661
aspidites,56659
pyqt5-plugins,56639
seldon-core,56634
pysen,56632
attributedict,56593
grip,56584
pynmea2,56574
in-n-out,56535
workdays,56525
rest-framework-generic-relations,56424
py-dateutil,56394
miniaudio,56378
mabwiser,56360
jupyter-http-over-ws,56321
cx-logging,56300
pfio,56298
idf-build-apps,56289
devicecheck,56234
superset-api-client,56213
extcolors,56208
catboost-dev,56194
essentials,56191
rainbow-logging-handler,56190
opnieuw,56168
etcd3gw,56154
aliyun-python-sdk-cdn,56148
argparse-logging,56138
pyroaring,56130
json-logic-qubit,56119
dowhy,56100
django-fsm-log,56088
pint-pandas,56048
ddddocr,56045
anywidget,56042
pynmeagps,56013
django-settings-export,56000
pyxero,55988
xxtea,55970
nlopt,55957
robocorp-excel,55951
opentelemetry-instrumentation-asyncio,55950
pynisher,55941
xgboost-ray,55926
convcolors,55925
qt5-applications,55905
rabbitpy,55896
essentials-openapi,55893
autocorrect,55840
cdktf-gitlab-runner,55838
phx-class-registry,55834
pytest-testconfig,55818
androguard,55803
apache-airflow-providers-openfaas,55800
celery-singleton,55793
mouse,55781
scikit-hts,55772
hickle,55766
ngboost,55762
geode-explicit,55754
polyleven,55701
app-model,55696
starlette-admin,55670
flask-seasurf,55666
asyncio-nats-client,55638
pyclustering,55632
dvc-gs,55611
django-jsoneditor,55607
dbt-osmosis,55603
mdtable,55567
plyer,55562
basepair,55543
libdeeplake,55538
unzip,55526
marshmallow-union,55518
mslex,55505
yahoo-finance,55502
zope-browserpage,55479
xlrd3,55476
npe2,55464
redmail,55461
pysodium,55408
robotframework-pdf2textlibrary,55392
sops,55384
cdk-sns-notify,55330
openvino-nightly,55323
ntia-conformance-checker,55267
azdev,55257
pynetdicom,55252
pulumi-awsx,55236
zope-sequencesort,55234
protoc-gen-swagger,55220
ormsgpack,55214
persisting-theory,55198
vulners,55187
logmatic-python,55183
syntok,55179
surrogate,55169
mp-api,55155
amazon-braket-default-simulator,55153
fdasrsf,55153
html-telegraph-poster,55120
pyvex,55116
ucimlrepo,55111
rubicon-objc,55076
sphinxext-rediraffe,55062
reuse,55043
htmlparser,55027
python-rpm-spec,55010
pynrrd,54994
secret,54982
govee-led-wez,54951
topgrade,54951
asyncio-pool,54933
conditional,54929
pytest-html-reporter,54901
apischema,54888
desert,54856
dataprep,54834
python-magic-bin,54833
deciphon-core,54820
pydantic-collections,54816
githubgql,54802
python3-nmap,54797
mparticle,54795
lollipop,54785
django-summernote,54772
openstep-parser,54770
njsscan,54759
gardener-oci,54756
ailment,54743
skypilot,54742
execnb,54733
zope-contentprovider,54730
aioretry,54722
scrapingbee,54681
bios,54672
robotframework-lint,54657
delphi-epidata,54642
mkdocs-htmlproofer-plugin,54617
stringparser,54595
pycli,54589
gprofiler-official,54583
hdrhistogram,54572
colcon-zsh,54531
mysql-replication,54522
colourmap,54505
nocasedict,54490
casbin-sqlalchemy-adapter,54487
pure25519,54483
bigdl-chronos,54482
django-extra-fields,54464
pytest-circleci-parallelized,54451
mplhep,54447
pulumi-aws-native,54442
itk-filtering,54431
intel-cmplr-lib-rt,54428
qt-material,54390
captcha,54375
django-soft-delete,54360
pyspark-extension,54347
django-cors-middleware,54345
jsoncomparison,54311
avro-json-serializer,54311
large-image-source-bioformats,54286
reliability,54283
python-rex,54277
patroni,54240
case-insensitive-dictionary,54239
os-vif,54199
pyconify,54190
dtw,54168
nucliadb-admin-assets,54168
trame-client,54155
kubernetes-stubs,54153
langchain-pinecone,54145
stix,54143
latex2mathml,54137
aiochannel,54117
minimalmodbus,54103
httplib2shim,54101
pytest-picked,54099
cdsapi,54086
fastapi-filter,54078
baron,54060
flask-sslify,54041
aws-cdk-aws-servicecatalogappregistry-alpha,54040
zope-browserresource,54032
os-win,54027
whisper-normalizer,54023
frozen-flask,54004
storey,54002
types-chevron,53997
rasterstats,53989
condacolab,53987
featuretools,53982
dynamixel-sdk,53964
zdesk,53962
configparser2,53957
pybamboohr,53954
svn,53953
django-dynamic-preferences,53952
django-amazon-ses,53951
labelbox,53949
libterraform,53937
xmindparser,53901
terrasnek,53851
python-oauth2,53842
crossplane,53834
haplyhardwareapi,53816
unicode-slugify,53801
django-statsd-mozilla,53791
django-fernet-encrypted-fields,53751
django-admin-env-notice,53707
z3c-pt,53699
pycm,53677
ruamel-yaml-string,53675
flake8-no-pep420,53655
knnimpute,53649
dagger-io,53636
polygon-geohasher,53594
itk-numerics,53593
tencentcloud-sdk-python-ba,53581
rdata,53578
django-test-without-migrations,53570
spark-df-profiling,53570
tencentcloud-sdk-python-api,53570
metpy,53567
lazy-import,53565
uiautomator2,53559
aiohttp-middlewares,53501
lazrs,53497
bamboolib,53479
click-datetime,53478
d2l,53477
python-dxf,53457
aliyun-python-sdk-cs,53451
fnvhash,53420
geode-simplex,53343
happybase,53340
sphinx-issues,53335
botocore-a-la-carte-appintegrations,53287
sparkmagic,53279
pytest-mock-resources,53276
